web-scraper-order,web-scraper-start-url,date - time,team1,team2,result (team1 - team2),lineups,lineups-href,team1 player1,attendance,place,round,team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team1 missing player1,team1 missing player2,team1 missing player3,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,team2 missing player1,team2 missing player2,team2 missing player3
"1676817652-1643","https://www.flashscore.com/match/rHDXSi3b/#/match-summary","10.02.2014 23:00","Celta Vigo","Ath Bilbao","0-0Finished","Lineups","https://www.flashscore.com/match/rHDXSi3b/#/match-summary/lineups","Cabral G.","null","Estadio de Balaídos (Vigo)","LaLiga - Round 23","Charles","Fontas A.","Jonny","Krohn-Dehli M.","Lopez A.","Mallo H. (C)","Mina S.","Orellana F.","Rafinha","Yoel (G)","null","null","null","Aduriz A.","Balenziaga M.","de Marcos O.","Gurpegi C.","Herrera A.","Iraizoz G. (G)","Iturraspe A.","Laporte A. (C)","Muniain I.","Rico M.","Susaeta M.","null","null","null"
"1676817661-1644","https://www.flashscore.com/match/xE7Fw9HG/#/match-summary","14.02.2014 22:00","Elche","Osasuna","0-0Finished","Lineups","https://www.flashscore.com/match/xE7Fw9HG/#/match-summary/lineups","Botia A.","null","Estadio Manuel Martínez Valero (Elche)","LaLiga - Round 24","Cisma D.","Coro","del Moral M.","Fidel","Herrera C. (C)","Lomban D.","Perez R.","Sanchez C.","Suarez D.","Tono (G)","null","null","null","Armenteros E.","Arribas A.","Bertran M.","Cejudo A.","Damia (C)","Fernandez A. (G)","Lolo","Loties J.","Riera O.","Silva F.","Torres R.","null","null","null"
"1676817670-1645","https://www.flashscore.com/match/IBLqMtnq/#/match-summary","15.02.2014 17:00","Atl. Madrid","Valladolid","3-0Finished","Lineups","https://www.flashscore.com/match/IBLqMtnq/#/match-summary/lineups","Alderweireld T.","null","Estadio Vicente Calderón (Madrid)","LaLiga - Round 24","Costa D.","Courtois T. (G)","Gabi (C)","Garcia R.","Godin D.","Insua E.","Juanfran","Koke","Suarez M.","Turan A.","null","null","null","Guerra J.","Larsson D.","Marino D. (G)","Mitrovic S.","Omar","Pena C.","Perez V.","Rossi F.","Rubio A. (C)","Rukavina A.","Valiente M.","null","null","null"
"1676817678-1646","https://www.flashscore.com/match/UoPmL01k/#/match-summary","15.02.2014 19:00","Levante","Almeria","1-0Finished","Lineups","https://www.flashscore.com/match/UoPmL01k/#/match-summary/lineups","Barral D.","null","Estadi Ciutat de València (Valencia)","LaLiga - Round 24","Casadesus V.","Diop P.","El Zhar N.","Garcia R.","Juanfran (C)","Lopez P.","Navarro D.","Navas K. (G)","Rodas H.","Simao","null","null","null","Azeez R.","Barbosa H.","Dubarbier S.","Esteban (G) (C)","Rafita","Suso","Torsiglieri M.","Trujillo A.","Verza","Vidal A.","Zongo J.","null","null","null"
"1676817687-1647","https://www.flashscore.com/match/2aNeJvW1/#/match-summary","15.02.2014 21:00","Barcelona","Rayo Vallecano","6-0Finished","Lineups","https://www.flashscore.com/match/2aNeJvW1/#/match-summary/lineups","Adriano","null","Camp Nou (Barcelona)","LaLiga - Round 24","Busquets S.","Dani Alves","Fabregas C.","Iniesta A.","Messi L.","Pedro","Pique G.","Puyol C. (C)","Sanchez A.","Valdes V. (G)","null","null","null","Arbilla A.","Baena R.","Bueno","Falque I.","Larrivey J.","Mojica J.","Niguez S.","Rochina R.","Ruben (G)","Trashorras R. (C)","Ze Castro","null","null","null"
"1676817696-1648","https://www.flashscore.com/match/Um47uVn4/#/match-summary","15.02.2014 23:00","Villarreal","Celta Vigo","0-2Finished","Lineups","https://www.flashscore.com/match/Um47uVn4/#/match-summary/lineups","Bruno (C)","null","Estadio de la Ceramica (Villarreal)","LaLiga - Round 24","Dorado J. A.","dos Santos G.","Gomez M.","Jokic B.","Juan Carlos (G)","Mario Gaspar","Musacchio M.","Perbet J.","Pina T.","Trigueros M.","null","null","null","Aurtenetxe J.","Cabral G.","Fernandez A.","Fontas A.","Jonny","Krohn-Dehli M.","Mallo H. (C)","Mina S.","Orellana F.","Rafinha","Yoel (G)","null","null","null"
"1676817705-1649","https://www.flashscore.com/match/8YFbsiIi/#/match-summary","16.02.2014 13:00","Granada CF","Betis","1-0Finished","Lineups","https://www.flashscore.com/match/8YFbsiIi/#/match-summary/lineups","Angulo B.","null","Estadio Nuevo Los Cármenes (Granada)","LaLiga - Round 24","Brahimi Y.","El Arabi Y.","Fatau M.","Fernandez R. (G)","Ilori T.","Murillo J.","Nyom A.","Piti (C)","Recio","Rico F.","null","null","null","Adan A. (G)","Amaya A.","Castro R.","Figueras J.","Juanfran","Juankar","Molina J. (C)","N'Diaye A.","Nono","Reyes L.","Verdu J.","null","null","null"
"1676817713-1650","https://www.flashscore.com/match/bN8Bvk2A/#/match-summary","16.02.2014 18:00","Getafe","Real Madrid","0-3Finished","Lineups","https://www.flashscore.com/match/bN8Bvk2A/#/match-summary/lineups","Alexis","null","Coliseum Alfonso Perez (Getafe)","LaLiga - Round 24","Borja","Castro D.","Colunga A.","Gavilan J. (C)","Leon P.","Lopez L.","Moya M. A. (G)","Rodriguez J.","Valera J.","Vigaray C.","null","null","null","Alonso X.","Arbeloa A.","Bale G.","Benzema K.","Di Maria A.","Jese","Lopez D. (G)","Marcelo","Modric L.","Pepe (C)","Ramos S.","null","null","null"
"1676817722-1651","https://www.flashscore.com/match/jc53tBXc/#/match-summary","16.02.2014 20:00","Ath Bilbao","Espanyol","1-2Finished","Lineups","https://www.flashscore.com/match/jc53tBXc/#/match-summary/lineups","Aduriz A.","null","Estadio San Mamés (Bilbao)","LaLiga - Round 24","Balenziaga M.","Gurpegi C. (C)","Herrera A.","Ibai","Iraizoz G. (G)","Iraola A.","Laporte A.","Rico M.","San Jose M.","Susaeta M.","null","null","null","Abraham","Casilla K. (G)","Colotto D.","Fuentes J. R.","Garcia S. (C)","Lopez D.","Lopez J.","Moreno H.","Sanchez V.","Simao","Stuani C.","null","null","null"
"1676817731-1652","https://www.flashscore.com/match/vH6vrO82/#/match-summary","16.02.2014 22:00","Sevilla","Valencia","0-0Finished","Lineups","https://www.flashscore.com/match/vH6vrO82/#/match-summary/lineups","Bacca C.","null","Estadio Ramón Sánchez Pizjuán (Sevilla)","LaLiga - Round 24","Beto (G)","Carrico D.","Coke","Fazio F.","Iborra V.","Moreno A.","Pareja N.","Rakitic I. (C)","Reyes J. A.","Vitolo","null","null","null","Alcacer P.","Barragan A.","Bernat J.","Cartabia F.","Costa R. (C)","Diego Alves (G)","Eduardo Vargas","Feghouli S.","Fuego J.","Mathieu J.","Parejo D.","null","null","null"
"1676817739-1653","https://www.flashscore.com/match/O8OiKKGe/#/match-summary","17.02.2014 23:00","Malaga","Real Sociedad","0-1Finished","Lineups","https://www.flashscore.com/match/O8OiKKGe/#/match-summary/lineups","Amrabat N.","null","Estadio La Rosaleda (Málaga)","LaLiga - Round 24","Angeleri M.","Antunes V.","Caballero W. (G) (C)","Camacho I.","Darder S.","El Hamdaoui M.","Ferreira F.","Iakovenko O.","Portillo F.","Tissone F.","null","null","null","Ansotegi I.","Bergara M.","Bravo C. (G)","Canales S.","Cote","Griezmann A.","Martinez I. (C)","Pardo R.","Seferovic H.","Vela C.","Zaldua J.","null","null","null"
"1676817748-1654","https://www.flashscore.com/match/dMrVXwoe/#/match-summary","21.02.2014 22:00","Valladolid","Levante","1-1Finished","Lineups","https://www.flashscore.com/match/dMrVXwoe/#/match-summary/lineups","Guerra J.","null","Estadio José Zorrilla (Valladolid)","LaLiga - Round 25","Larsson D.","Marino D. (G)","Mitrovic S.","Osorio H.","Pena C.","Rama V.","Rossi F.","Rubio A. (C)","Rueda J.","Rukavina A.","null","null","null","Barral D.","Casadesus V.","Diop P.","Ivanschitz A.","Juanfran (C)","Karabelas N.","Lopez P.","Navarro D.","Navas K. (G)","Simao","Vyntra L.","null","null","null"
"1676817757-1655","https://www.flashscore.com/match/A5pNZaGr/#/match-summary","22.02.2014 17:00","Real Madrid","Elche","3-0Finished","Lineups","https://www.flashscore.com/match/A5pNZaGr/#/match-summary/lineups","Alonso X.","null","Estadio Santiago Bernabéu (Madrid)","LaLiga - Round 25","Arbeloa A.","Bale G.","Benzema K.","Carvajal D.","Di Maria A.","Illarramendi A.","Jese","Lopez D. (G)","Pepe (C)","Varane R.","null","null","null","Albacar E. (C)","Botia A.","Cisma D.","Coro","del Moral M.","Gil C.","Herrera M. (G)","Lomban D.","Marquez J.","Perez R.","Rivera A.","null","null","null"
"1676817765-1656","https://www.flashscore.com/match/8dbevt8R/#/match-summary","22.02.2014 19:00","Celta Vigo","Getafe","1-1Finished","Lineups","https://www.flashscore.com/match/8dbevt8R/#/match-summary/lineups","Cabral G.","null","Estadio de Balaídos (Vigo)","LaLiga - Round 25","Charles","Fernandez A.","Fontas A.","Jonny","Lopez A.","Mallo H.","Orellana F.","Oubina B. (C)","Rafinha","Yoel (G)","null","null","null","Alexis","Borja","Castro D.","Lafita A.","Lago R.","Leon P. (C)","Lopez L.","Moya M. A. (G)","Rodriguez J.","Sarabia P.","Valera J.","null","null","null"
"1676817774-1657","https://www.flashscore.com/match/hlxvWHF7/#/match-summary","22.02.2014 21:00","Real Sociedad","Barcelona","3-1Finished","Lineups","https://www.flashscore.com/match/hlxvWHF7/#/match-summary/lineups","Bergara M.","null","Reale Arena (San Sebastian)","LaLiga - Round 25","Bravo C. (G)","Canales S.","Cote","Elustondo G.","Gonzalez M. (C)","Griezmann A.","Martinez I.","Vela C.","Zaldua J.","Zurutuza D.","null","null","null","Adriano","Bartra M.","Busquets S.","Iniesta A.","Messi L.","Montoya M.","Neymar","Pedro","Pique G.","Song A.","Valdes V. (G) (C)","null","null","null"
"1676817783-1658","https://www.flashscore.com/match/voYZWc01/#/match-summary","22.02.2014 23:00","Almeria","Malaga","0-0Finished","Lineups","https://www.flashscore.com/match/voYZWc01/#/match-summary/lineups","Azeez R.","null","Estadio de los Juegos Mediterráneos (Almería)","LaLiga - Round 25","Dubarbier S.","Esteban (G)","Rafita","Soriano F.","Suso","Torsiglieri M.","Trujillo A.","Verza","Vidal A. (C)","Zongo J.","null","null","null","Amrabat N.","Angeleri M.","Antunes V.","Caballero W. (G)","Camacho I.","Duda (C)","Gamez J.","Samuel","Sanchez S.","Santa C. R.","Tissone F.","null","null","null"
"1676817791-1659","https://www.flashscore.com/match/6iQLf1h8/#/match-summary","23.02.2014 13:00","Rayo Vallecano","Sevilla","0-1Finished","Lineups","https://www.flashscore.com/match/6iQLf1h8/#/match-summary/lineups","Baena R.","null","Campo de Futbol de Vallecas (Madrid)","LaLiga - Round 25","Bangoura A.","Bueno","Falque I.","Niguez S.","Rat R.","Ruben (G)","Tito","Trashorras R. (C)","Viera J.","Ze Castro","null","null","null","Bacca C.","Beto (G)","Carrico D.","Coke","Fazio F.","Iborra V.","Moreno A.","Navarro F.","Pareja N.","Rakitic I.","Samperio J. (C)","null","null","null"
"1676817800-1660","https://www.flashscore.com/match/CU4nt2wF/#/match-summary","23.02.2014 18:00","Betis","Ath Bilbao","0-2Finished","Lineups","https://www.flashscore.com/match/CU4nt2wF/#/match-summary/lineups","Adan A. (G)","null","Estadio Benito Villamarín (Sevilla)","LaLiga - Round 25","Castro R. (C)","Cedrick","Juanfran","Leo Baptistao","N'Diaye A.","Nono","Perquis D.","Reyes L.","Sevilla S.","Vila D.","null","null","null","Balenziaga M.","Gurpegi C. (C)","Herrera A.","Iraizoz G. (G)","Iraola A.","Iturraspe A.","Muniain I.","Rico M.","San Jose M.","Sola","Susaeta M.","null","null","null"
"1676817809-1661","https://www.flashscore.com/match/I75rsrO8/#/match-summary","23.02.2014 20:00","Valencia","Granada CF","2-1Finished","Lineups","https://www.flashscore.com/match/I75rsrO8/#/match-summary/lineups","Barragan A.","null","Estadio de Mestalla (Valencia)","LaLiga - Round 25","Bernat J.","Cartabia F.","Diego Alves (G)","Eduardo Vargas","Feghouli S.","Fuego J.","Keita S.","Mathieu J. (C)","Parejo D.","Vezo R.","null","null","null","Angulo B.","Brahimi Y.","Coeff A.","El Arabi Y.","Fernandez R. (G)","Iturra M.","Murillo J.","Nyom A.","Piti (C)","Recio","Rico F.","null","null","null"
"1676817817-1662","https://www.flashscore.com/match/IVqRYJVl/#/match-summary","23.02.2014 22:00","Osasuna","Atl. Madrid","3-0Finished","Lineups","https://www.flashscore.com/match/IVqRYJVl/#/match-summary/lineups","Armenteros E.","null","Estadio El Sadar (Pamplona)","LaLiga - Round 25","Arribas A.","Bertran M.","Cejudo A.","Damia (C)","Fernandez A. (G)","Lolo","Loties J.","Riera O.","Silva F.","Torres R.","null","null","null","Adrian","Alderweireld T.","Costa D.","Courtois T. (G)","Diego","Filipe Luis","Gabi (C)","Godin D.","Juanfran","Suarez M.","Villa D.","null","null","null"
"1676817826-1663","https://www.flashscore.com/match/QX8juMhL/#/match-summary","24.02.2014 23:00","Espanyol","Villarreal","1-2Finished","Lineups","https://www.flashscore.com/match/QX8juMhL/#/match-summary/lineups","Abraham","null","RCDE Stadium (Cornella de Llobregat)","LaLiga - Round 25","Casilla K. (G)","Colotto D.","Fuentes J. R.","Garcia S. (C)","Lopez D.","Lopez J.","Moreno H.","Sanchez V.","Simao","Stuani C.","null","null","null","Asenjo S. (G)","Bruno (C)","dos Santos G.","Gabriel Paulista","Gomez M.","Jokic B.","Leiva N.","Mario Gaspar","Musacchio M.","Perbet J.","Pina T.","null","null","null"
"1676817834-1664","https://www.flashscore.com/match/prPPgL7E/#/match-summary","28.02.2014 21:30","Ath Bilbao","Granada CF","4-0Finished","Lineups","https://www.flashscore.com/match/prPPgL7E/#/match-summary/lineups","Aduriz A.","null","Estadio San Mamés (Bilbao)","LaLiga - Round 26","Balenziaga M.","Gurpegi C. (C)","Herrera A.","Iraizoz G. (G)","Iraola A.","Iturraspe A.","Laporte A.","Muniain I.","Rico M.","Susaeta M.","null","null","null","Angulo B.","Brahimi Y.","Coeff A.","El Arabi Y.","Fatau M.","Fernandez R. (G)","Iturra M.","Mainz D. (C)","Nyom A.","Pereira M.","Recio","null","null","null"
"1676817843-1665","https://www.flashscore.com/match/IkCCpHU0/#/match-summary","01.03.2014 17:00","Malaga","Valladolid","1-1Finished","Lineups","https://www.flashscore.com/match/IkCCpHU0/#/match-summary/lineups","Amrabat N.","null","Estadio La Rosaleda (Málaga)","LaLiga - Round 26","Angeleri M.","Antunes V.","Caballero W. (G)","Camacho I.","Duda (C)","Gamez J.","Iakovenko O.","Sanchez S.","Santa C. R.","Tissone F.","null","null","null","Guerra J.","Larsson D.","Manucho","Marino D. (G)","Mitrovic S.","Pena C.","Rama V.","Rossi F.","Rubio A. (C)","Rueda J.","Rukavina A.","null","null","null"
"1676817852-1666","https://www.flashscore.com/match/vaD8ocFf/#/match-summary","01.03.2014 19:00","Levante","Osasuna","2-0Finished","Lineups","https://www.flashscore.com/match/vaD8ocFf/#/match-summary/lineups","Barral D.","null","Estadi Ciutat de València (Valencia)","LaLiga - Round 26","Casadesus V.","Diop P.","Garcia R.","Ivanschitz A.","Juanfran (C)","Karabelas N.","Navarro D.","Navas K. (G)","Simao","Vyntra L.","null","null","null","Armenteros E.","Arribas A.","Cejudo A.","Damia","Fernandez A. (G)","Lolo","Loties J.","Riera O.","Sanjurjo O. (C)","Silva F.","Torres R.","null","null","null"
"1676817860-1667","https://www.flashscore.com/match/tAIYiaxR/#/match-summary","01.03.2014 21:00","Getafe","Espanyol","0-0Finished","Lineups","https://www.flashscore.com/match/tAIYiaxR/#/match-summary/lineups","Alexis","null","Coliseum Alfonso Perez (Getafe)","LaLiga - Round 26","Borja","Castro D.","Lafita A.","Lago R. (C)","Leon P.","Marica C.","Moya M. A. (G)","Rafa","Rodriguez J.","Valera J.","null","null","null","Casilla K. (G)","Colotto D.","Cordoba J.","Fuentes J. R.","Garcia S.","Lopez D.","Lopez J.","Sanchez V.","Sidnei (C)","Simao","Torje G.","null","null","null"
"1676817869-1668","https://www.flashscore.com/match/bk50mJpr/#/match-summary","01.03.2014 23:00","Elche","Celta Vigo","1-0Finished","Lineups","https://www.flashscore.com/match/bk50mJpr/#/match-summary/lineups","Albacar E. (C)","null","Estadio Manuel Martínez Valero (Elche)","LaLiga - Round 26","Botia A.","Coro","del Moral M.","Fidel","Herrera C.","Herrera M. (G)","Lomban D.","Marquez J.","Perez R.","Suarez D.","null","null","null","Aurtenetxe J.","Cabral G.","Fernandez A.","Fontas A.","Jonny","Krohn-Dehli M.","Mallo H. (C)","Mina S.","Orellana F.","Rafinha","Yoel (G)","null","null","null"
"1676817877-1669","https://www.flashscore.com/match/2JJUhuNK/#/match-summary","02.03.2014 13:00","Villarreal","Betis","1-1Finished","Lineups","https://www.flashscore.com/match/2JJUhuNK/#/match-summary/lineups","Asenjo S. (G)","null","Estadio de la Ceramica (Villarreal)","LaLiga - Round 26","Bruno (C)","dos Santos G.","Gabriel Paulista","Gomez M.","Jokic B.","Leiva N.","Mario Gaspar","Pantic A.","Perbet J.","Pina T.","null","null","null","Adan A. (G)","Amaya A.","Castro R.","Cedrick","Figueras J.","Juanfran","Leo Baptistao","N'Diaye A.","Nono (C)","Sevilla S.","Vila D.","null","null","null"
"1676817886-1670","https://www.flashscore.com/match/dzO3nw0l/#/match-summary","02.03.2014 18:00","Atl. Madrid","Real Madrid","2-2Finished","Lineups","https://www.flashscore.com/match/dzO3nw0l/#/match-summary/lineups","Costa D.","null","Estadio Vicente Calderón (Madrid)","LaLiga - Round 26","Courtois T. (G)","Filipe Luis","Gabi (C)","Garcia R.","Godin D.","Juanfran","Koke","Miranda","Suarez M.","Turan A.","null","null","null","Alonso X.","Arbeloa A.","Bale G.","Benzema K.","Coentrao F.","Di Maria A.","Lopez D. (G)","Modric L.","Pepe","Ramos S. (C)","Ronaldo C.","null","null","null"
"1676817895-1671","https://www.flashscore.com/match/QFFKreaD/#/match-summary","02.03.2014 20:00","Sevilla","Real Sociedad","1-0Finished","Lineups","https://www.flashscore.com/match/QFFKreaD/#/match-summary/lineups","Bacca C.","null","Estadio Ramón Sánchez Pizjuán (Sevilla)","LaLiga - Round 26","Beto (G)","Carrico D.","Coke","Fazio F.","Figueiras D.","Moreno A.","Navarro F.","Rakitic I. (C)","Reyes J. A.","Trochowski P.","null","null","null","Ansotegi I.","Bergara M. (C)","Bravo C. (G)","Canales S.","Cote","Elustondo G.","Griezmann A.","Martinez I.","Vela C.","Zaldua J.","Zurutuza D.","null","null","null"
"1676817904-1672","https://www.flashscore.com/match/SKg37vxE/#/match-summary","02.03.2014 22:00","Rayo Vallecano","Valencia","1-0Finished","Lineups","https://www.flashscore.com/match/SKg37vxE/#/match-summary/lineups","Bueno","null","Campo de Futbol de Vallecas (Madrid)","LaLiga - Round 26","Falque I.","Galvez A.","Larrivey J.","Niguez S. (C)","Rat R.","Rochina R.","Ruben R. (G)","Tito","Trashorras R.","Ze Castro","null","null","null","Alcacer P.","Barragan A.","Bernat J.","Diego Alves (G) (C)","Eduardo Vargas","Feghouli S.","Keita S.","Mathieu J.","Michel","Portu","Senderos P.","null","null","null"
"1676817912-1673","https://www.flashscore.com/match/nPGGqyp7/#/match-summary","02.03.2014 22:00","Barcelona","Almeria","4-1Finished","Lineups","https://www.flashscore.com/match/nPGGqyp7/#/match-summary/lineups","Adriano","null","Camp Nou (Barcelona)","LaLiga - Round 26","Busquets S.","Dani Alves","Fabregas C.","Mascherano J.","Messi L.","Neymar","Puyol C. (C)","Sanchez A.","Valdes V. (G)","Xavi","null","null","null","Azeez R.","Corona (C)","Dubarbier S.","Esteban (G)","Rafita","Rodri","Torsiglieri M.","Trujillo A.","Verza","Vidal A.","Zongo J.","null","null","null"
"1676817921-1674","https://www.flashscore.com/match/nohidETC/#/match-summary","08.03.2014 17:00","Valladolid","Barcelona","1-0Finished","Lineups","https://www.flashscore.com/match/nohidETC/#/match-summary/lineups","Bergdich Z.","null","Estadio José Zorrilla (Valladolid)","LaLiga - Round 27","Guerra J.","Manucho","Marino D. (G)","Mitrovic S.","Pena C.","Rossi F.","Rubio A. (C)","Rueda J.","Rukavina A.","Valiente M.","null","null","null","Adriano","Busquets S.","Dani Alves","Fabregas C.","Mascherano J.","Messi L.","Neymar","Pedro","Pique G.","Valdes V. (G)","Xavi (C)","null","null","null"
"1676817929-1675","https://www.flashscore.com/match/xfqw1xFs/#/match-summary","08.03.2014 19:00","Betis","Getafe","2-0Finished","Lineups","https://www.flashscore.com/match/xfqw1xFs/#/match-summary/lineups","Adan A. (G)","null","Estadio Benito Villamarín (Sevilla)","LaLiga - Round 27","Castro R.","Cedrick","Figueras J.","Juanfran","Leo Baptistao","N'Diaye A.","Perquis D.","Reyes L.","Sevilla S. (C)","Vila D.","null","null","null","Castro D.","Codina J. (G)","Lacen M.","Lafita A.","Lago R.","Leon P.","Lopez L.","Rafa (C)","Rodriguez J.","Sarabia P.","Valera J.","null","null","null"
